cliente_id,idade,uf,escolaridade,estado_civil,profissao,segmento,renda_mensal,score_credito,tempo_relacionamento_meses,qtd_produtos,agencia_id,gerente_id,canal_preferencial,produto_principal,media_qtd_pix_6m,media_valor_pix_6m,valor_total_pix_6m,qtd_transacoes_cartao_6m,valor_cartao_6m,qtd_login_app_30d,qtd_tentativas_login_falha_30d,qtd_contestacoes_12m,dias_desde_ultima_fraude,tipo_fraude,valor_fraude,qtd_protocolos_atendimento_90d,tempo_resolucao_dias,teve_estorno,percentual_estornado,reclamacao_bacen,reclamacao_consumidor_gov,vulnerabilidade_digital_score,advogado_id,prob_judicializacao_teorica,judicializou
29400,18,SP,Superior,Casado,Servidor publico,Varejo,4082.83,529,25,1,715,2569,App,Conta corrente,29,2694.64,420454.04,41,4614.31,29,0,0,5,Pix falso,11648.33,3,12,1,0.802,0,0,42.2,0,0.0758,0
29401,61,RS,Medio,Casado,CLT,Varejo,4571.75,866,148,3,94,2686,App,Conta corrente,30,496.8,90443.53,44,10187.77,40,2,1,130,Engenharia social,786.95,1,46,0,0.001,0,0,50.0,0,0.2905,0
29402,40,RS,Superior,Casado,Aposentado,Varejo,5273.42,695,30,2,596,209,App,Emprestimo,24,551.27,65663.23,59,6024.63,30,2,1,4,Conta invadida,1064.21,1,3,1,0.995,0,0,36.6,0,0.0225,0
29403,36,ES,Fundamental,Casado,Empresario,Alta renda,12300.14,566,20,3,458,724,App,Conta corrente,30,5883.96,878504.41,78,7588.53,34,2,0,153,Pix falso,1121.75,3,14,1,0.706,0,0,32.0,0,0.0523,0
29404,18,SC,Superior,Casado,Autonomo,Aposentado,8523.93,562,89,1,491,2568,Agencia,Investimentos,22,734.61,97321.91,41,32608.31,19,3,0,72,Pix falso,2283.68,0,43,0,0.07,0,1,55.1,0,0.476,0
29405,32,MG,Superior,Casado,Empresario,MEI,6052.02,714,87,3,255,2690,Telefone,Conta corrente,21,231.2,29153.16,55,2042.2,33,2,0,6,Golpe do motoboy,3711.71,3,20,1,0.947,0,0,4.8,43,0.0456,0
29406,30,SP,Fundamental,Viuvo,Autonomo,Aposentado,5453.5,759,99,2,159,1925,App,Conta corrente,12,1226.82,84373.61,57,3281.6,35,1,0,336,Golpe do motoboy,1874.46,0,15,1,0.821,0,0,51.3,0,0.0457,0
29407,30,BA,Fundamental,Solteiro,Autonomo,Alta renda,7172.56,630,122,2,731,2083,WhatsApp,Cartao credito,31,303.11,56478.48,68,9137.4,18,0,0,25,Pix falso,886.39,3,27,1,0.813,0,0,51.9,0,0.1093,0
29408,47,RJ,Pos-graduacao,Solteiro,CLT,Aposentado,4442.22,778,39,1,381,1123,Agencia,Cartao credito,28,482.17,73562.23,54,5603.63,10,1,2,95,Conta invadida,1053.78,2,29,1,0.834,0,0,31.7,281,0.0831,0
29409,44,GO,Medio,Divorciado,Autonomo,Varejo,2080.33,659,111,3,267,2950,App,Conta corrente,28,77.61,12929.55,55,3996.75,37,0,1,145,Conta invadida,1897.27,2,46,1,0.591,1,0,21.6,0,0.1628,0
29410,22,SP,Superior,Solteiro,CLT,Varejo,7005.3,617,49,2,753,1341,App,Conta salario,19,677.69,64277.69,44,8758.71,36,1,0,52,Golpe do motoboy,2222.37,0,4,0,0.002,0,0,14.0,0,0.0509,0
29411,23,SP,Medio,Solteiro,CLT,Varejo,2412.64,428,65,1,399,388,Internet Banking,Conta salario,17,58.99,5599.47,38,5190.64,10,0,1,68,Pix falso,1344.68,2,34,1,0.616,0,0,56.7,0,0.1102,0
29412,23,PR,Superior,Solteiro,Servidor publico,Alta renda,9033.01,543,36,1,277,464,App,Cartao credito,28,195.14,30958.8,57,6337.42,44,1,0,277,Pix falso,5989.05,4,15,0,0.007,0,1,23.5,0,0.2549,0
29413,69,GO,Fundamental,Casado,CLT,Alta renda,9119.39,548,30,6,572,3282,Caixa Eletronico,Investimentos,28,366.16,49473.39,58,9776.55,21,1,0,25,Pix falso,249.95,0,16,0,0.053,0,0,61.8,0,0.2328,1
29414,64,SP,Fundamental,Casado,CLT,Private,38903.64,663,43,5,36,1764,WhatsApp,Conta corrente,34,5247.62,981363.65,77,145005.75,20,2,0,59,Golpe do motoboy,485.0,3,22,0,0.013,0,0,70.8,257,0.4313,1
29415,29,SP,Superior,Viuvo,Autonomo,Varejo,11217.26,600,51,3,588,2927,Caixa Eletronico,Conta corrente,31,67.91,10119.78,45,10171.98,16,1,0,158,Emprestimo fraudulento,9808.52,3,36,1,0.873,0,0,27.4,133,0.2128,0
29416,18,DF,Superior,Casado,CLT,Alta renda,10092.92,736,127,4,538,11,App,Seguro,29,702.08,121441.98,66,45930.39,35,5,0,138,Cartao clonado,1087.82,0,17,1,0.461,0,0,24.4,0,0.0411,0
29417,44,SP,Superior,Solteiro,Estudante,Private,69509.29,690,46,4,190,218,App,Investimentos,39,3362.65,674019.82,79,93001.03,35,2,0,131,Engenharia social,4973.63,1,26,1,0.818,0,0,36.0,0,0.1003,0
29418,43,PR,Medio,Solteiro,Aposentado,Universitario,1590.99,706,22,2,445,1467,App,Cartao credito,15,596.12,52460.36,46,4454.63,51,2,0,258,Conta invadida,4950.39,0,17,1,0.712,0,0,22.1,151,0.0595,0
29419,47,SP,Medio,Casado,Aposentado,Varejo,5510.38,662,76,2,687,2172,Internet Banking,Conta corrente,15,738.68,65504.19,49,2991.83,20,6,0,22,Engenharia social,1545.87,1,17,1,0.699,0,0,20.6,0,0.0282,0
29420,53,SP,Superior,Casado,CLT,Alta renda,17091.09,658,54,2,145,1723,Telefone,Financiamento,31,669.73,110892.21,58,38281.76,26,1,5,20,Cartao clonado,4868.35,0,19,1,0.828,0,0,42.1,0,0.0734,0
29421,49,SP,Medio,Solteiro,Aposentado,Varejo,2961.77,696,24,1,417,1466,Internet Banking,Conta corrente,26,597.11,83339.92,50,4741.58,21,6,0,61,Pix falso,1039.86,1,9,0,0.017,0,0,32.1,0,0.0932,0
29422,25,SC,Superior,Casado,CLT,Varejo,3878.36,865,41,2,159,1142,App,Conta corrente,18,99.5,10432.28,49,1743.16,36,0,0,90,Golpe do motoboy,1722.45,2,25,1,0.308,0,0,35.9,122,0.1512,0
29423,46,SC,Pos-graduacao,Casado,Desempregado,Varejo,2497.9,656,36,1,75,3192,App,Conta corrente,16,525.67,43037.03,61,3867.94,40,2,0,23,Golpe do motoboy,537.64,3,27,0,0.108,0,1,31.0,0,0.1955,0
29424,55,SP,Medio,Casado,Autonomo,Varejo,3120.64,672,69,1,791,2089,Telefone,Cartao credito,18,637.7,59177.99,53,7484.82,23,0,0,19,Boleto falso,325.48,1,15,0,0.012,0,1,40.9,0,0.1585,0
29425,31,SP,Fundamental,Divorciado,CLT,Varejo,5462.86,622,169,4,720,1745,App,Conta corrente,17,318.12,30174.31,50,3253.59,31,1,1,50,Emprestimo fraudulento,32680.86,4,39,1,0.848,0,0,45.0,0,0.484,0
29426,46,GO,Superior,Solteiro,Estudante,Varejo,942.71,792,65,3,435,1877,Caixa Eletronico,Conta corrente,20,18.87,1958.02,31,2750.6,20,1,0,27,Engenharia social,2891.87,2,25,1,0.551,1,0,43.5,0,0.128,0
29427,34,PR,Superior,Solteiro,Autonomo,Aposentado,2172.25,618,63,4,595,200,Internet Banking,Cartao credito,20,282.6,33294.54,50,3857.92,21,3,0,220,Pix falso,308.34,1,18,1,0.727,0,1,42.0,0,0.0776,0
29428,72,BA,Medio,Divorciado,Servidor publico,Varejo,2607.65,698,118,1,40,3389,App,Investimentos,9,140.96,6362.49,51,18993.49,25,1,1,121,Pix falso,2582.31,2,20,1,0.968,0,0,52.0,0,0.0698,0
29429,22,SP,Medio,Casado,CLT,Varejo,3982.91,558,44,2,63,3220,App,Conta corrente,15,523.36,39562.43,46,9618.32,37,1,1,100,Cartao clonado,350.89,0,10,0,0.0,0,0,32.9,0,0.0768,0
29430,59,SP,Superior,Solteiro,Autonomo,Aposentado,5090.01,445,17,3,718,1154,App,Seguro,23,159.84,18927.47,38,10965.74,35,6,0,872,Pix falso,1225.6,1,19,0,0.009,0,0,30.9,0,0.1262,0
29431,18,RJ,Pos-graduacao,Solteiro,CLT,Varejo,4189.65,558,37,2,249,869,Agencia,Cartao credito,22,189.79,24619.87,66,1923.21,22,1,0,93,Pix falso,2032.51,1,15,1,0.742,0,0,44.2,0,0.0503,0
29432,69,PR,Fundamental,Casado,Estudante,Private,18838.21,689,80,5,369,925,App,Conta corrente,29,1502.67,210010.51,78,44360.36,29,6,0,145,Pix falso,10052.53,3,11,0,0.053,0,1,73.8,0,0.5341,0
29433,25,RJ,Superior,Solteiro,Aposentado,Alta renda,14638.64,657,69,3,232,1931,Caixa Eletronico,Emprestimo,32,586.84,94350.13,75,9048.25,17,9,0,198,Pix falso,2951.6,1,56,1,0.71,0,0,43.9,258,0.3652,0
29434,45,SC,Pos-graduacao,Solteiro,Autonomo,Alta renda,4392.62,759,44,1,457,350,Agencia,Conta corrente,23,701.73,96599.41,63,20120.96,10,0,0,336,Cartao clonado,744.05,2,11,1,0.835,0,0,14.7,0,0.0278,0
29435,18,RS,Medio,Divorciado,Aposentado,Universitario,1894.86,850,55,3,379,954,App,Emprestimo,24,1762.03,205170.48,44,3408.11,40,7,2,427,Cartao clonado,2057.32,2,19,1,0.829,0,0,31.1,0,0.0373,0
29436,22,MG,Fundamental,Casado,Autonomo,Varejo,4071.51,657,77,1,134,1051,WhatsApp,Conta corrente,17,501.4,49568.05,54,3745.29,26,2,0,35,Pix falso,1287.31,2,9,0,0.233,0,1,54.1,0,0.2036,0
29437,55,SP,Fundamental,Solteiro,Estudante,Aposentado,2606.46,655,54,2,410,60,Internet Banking,Cartao credito,14,252.77,21303.72,45,1709.79,26,1,0,84,Cartao clonado,5382.25,2,14,1,0.933,0,0,44.6,0,0.0481,0
29438,57,PR,Medio,Divorciado,Empresario,Varejo,5034.35,817,40,2,723,356,App,Conta corrente,21,153.54,19840.23,48,8390.29,35,3,0,82,Pix falso,3809.39,1,21,0,0.002,0,0,32.5,0,0.1569,0
29439,46,SP,Superior,Casado,Empresario,Aposentado,4257.45,774,10,3,55,1187,Telefone,Financiamento,18,120.4,13040.15,49,8146.65,24,0,0,13,Pix falso,12754.12,1,11,1,0.87,0,0,12.0,199,0.0784,0
29440,53,RJ,Medio,Divorciado,Empresario,Aposentado,4037.45,546,70,5,746,356,App,Cartao credito,19,542.87,56431.12,53,7656.61,39,0,0,20,Engenharia social,732.34,2,17,1,0.833,0,0,37.9,192,0.0613,0
29441,58,SP,Medio,Casado,Servidor publico,Varejo,1858.91,695,91,2,555,760,App,Financiamento,22,150.06,18505.26,36,2075.95,36,2,0,30,Cartao clonado,3018.25,1,16,1,0.848,0,0,38.1,0,0.0402,0
29442,32,MG,Medio,Casado,Autonomo,Varejo,5596.62,667,50,1,589,2732,Agencia,Investimentos,18,351.27,31379.27,42,12230.27,16,0,0,126,Engenharia social,910.5,2,22,1,0.971,0,0,42.7,250,0.0789,0
29443,21,RS,Medio,Divorciado,CLT,Varejo,5024.92,545,31,1,17,2577,App,Cartao credito,25,1153.65,171494.84,49,13891.69,36,1,1,118,Emprestimo fraudulento,19520.08,3,65,0,0.013,0,0,36.8,0,0.7424,1
29444,42,PR,Medio,Casado,Aposentado,Varejo,3997.65,460,114,1,167,801,App,Investimentos,23,154.53,21666.42,44,3545.52,43,0,0,87,Pix falso,17511.44,5,41,0,0.004,1,0,16.5,0,0.6798,1
29445,33,SC,Medio,Solteiro,CLT,Varejo,3245.72,549,39,2,457,80,App,Seguro,14,544.88,37246.04,33,5831.81,39,0,0,66,Engenharia social,986.02,0,28,0,0.004,0,1,3.4,22,0.2142,1
29446,48,ES,Pos-graduacao,Solteiro,Desempregado,MEI,5113.43,619,68,4,26,634,Internet Banking,Cartao credito,17,181.71,18578.47,52,7832.69,25,1,1,48,Boleto falso,157.78,3,46,1,0.939,0,0,61.1,0,0.1323,0
29447,50,RS,Medio,Solteiro,Autonomo,Varejo,4551.85,799,88,2,9,3194,App,Emprestimo,26,441.1,70099.73,33,7928.29,31,1,0,198,Pix falso,4054.53,2,24,0,0.028,0,0,16.1,0,0.1351,0
29448,32,SP,Superior,Casado,CLT,Aposentado,1712.19,697,69,4,29,2330,App,Conta corrente,22,125.54,14430.59,66,2802.65,35,2,0,410,Boleto falso,632.51,1,8,0,0.003,0,0,30.5,0,0.0702,0
29449,53,PR,Medio,Casado,Autonomo,Varejo,6047.19,521,39,1,263,2877,App,Cartao credito,24,368.94,54667.28,57,15234.92,42,12,0,8,Emprestimo fraudulento,9053.8,3,12,1,0.572,0,0,55.9,0,0.097,0
29450,52,SP,Medio,Solteiro,Autonomo,Varejo,6641.61,711,23,4,755,1316,App,Cartao credito,26,886.67,112291.57,36,3974.41,38,0,0,130,Cartao clonado,5029.43,4,13,1,0.86,0,0,17.3,146,0.0483,0
29451,53,RJ,Pos-graduacao,Casado,Autonomo,Varejo,11359.28,637,76,1,312,2750,App,Conta salario,27,816.89,117373.86,41,19332.42,35,1,0,144,Pix falso,1740.85,0,40,1,0.831,0,0,53.0,0,0.1277,0
29452,36,RJ,Superior,Divorciado,Desempregado,Varejo,2089.46,592,41,2,332,1740,App,Conta corrente,16,158.36,14118.44,57,1722.8,38,2,0,108,Pix falso,1972.43,3,18,1,0.419,0,0,34.5,281,0.0787,0
29453,54,MG,Medio,Casado,Empresario,Alta renda,30256.08,597,106,3,773,2522,WhatsApp,Cartao credito,35,1327.17,239646.89,69,24213.71,19,2,0,93,Boleto falso,2380.19,3,9,0,0.023,0,0,32.5,0,0.1133,0
29454,50,MG,Fundamental,Casado,Empresario,Varejo,4152.48,806,88,1,780,324,WhatsApp,Conta corrente,17,168.46,14338.24,47,1353.7,20,1,0,0,Engenharia social,623.44,2,16,1,0.849,0,0,68.7,249,0.0983,0
29455,52,RS,Superior,Solteiro,Servidor publico,Alta renda,18087.96,540,64,4,776,2901,Agencia,Conta corrente,27,1325.89,177315.58,59,21957.9,20,0,0,7,Engenharia social,789.83,1,14,1,0.632,0,0,32.4,0,0.0419,0
29456,67,RJ,Fundamental,Solteiro,Empresario,Varejo,6441.32,715,63,1,720,994,App,Conta corrente,8,1047.84,45404.5,58,18953.98,31,1,0,194,Emprestimo fraudulento,14641.78,0,17,0,0.075,0,0,61.5,0,0.3847,0
29457,47,SP,Fundamental,Solteiro,CLT,Varejo,2057.13,416,196,3,654,781,App,Financiamento,21,49.96,6173.54,61,1534.92,31,1,0,151,Pix falso,3527.16,2,24,1,0.904,0,0,46.6,0,0.0766,1
29458,33,MG,Medio,Solteiro,Estudante,Alta renda,10913.11,683,92,2,588,270,WhatsApp,Conta corrente,36,1653.39,367426.12,57,8081.91,20,1,0,6,Golpe do motoboy,6326.28,7,28,0,0.0,1,1,34.6,0,0.6416,0
29459,25,BA,Superior,Casado,Servidor publico,Varejo,2129.21,646,54,2,158,2091,Internet Banking,Cartao credito,22,102.4,11136.2,53,1414.84,26,0,0,200,Engenharia social,1086.84,2,36,1,0.899,0,0,48.0,0,0.0824,0
29460,59,SC,Medio,Divorciado,Empresario,Alta renda,22170.68,806,66,4,483,2489,Agencia,Conta corrente,23,4573.52,555476.55,65,17224.54,17,0,0,215,Conta invadida,3958.45,1,13,1,0.888,0,1,56.6,0,0.1152,1
29461,47,SP,Superior,Casado,CLT,Varejo,5177.54,745,49,2,512,892,App,Cartao credito,26,289.43,41818.21,47,4202.05,36,0,0,141,Engenharia social,1350.87,1,8,1,0.78,0,0,22.3,0,0.0211,0
29462,67,GO,Medio,Solteiro,Autonomo,MEI,8556.71,677,13,1,478,1666,App,Conta corrente,14,229.47,17867.29,64,4015.92,34,2,0,195,Conta invadida,864.53,4,15,1,0.887,0,0,48.9,0,0.0414,0
29463,18,SP,Superior,Solteiro,Autonomo,Varejo,5802.02,758,98,3,375,1929,Internet Banking,Conta corrente,26,1032.15,151474.19,51,2585.95,15,1,1,239,Conta invadida,1052.6,0,27,1,0.896,0,0,20.1,0,0.0381,0
29464,56,PR,Medio,Solteiro,Servidor publico,Varejo,10173.18,588,78,2,649,2883,App,Cartao credito,22,727.67,85682.43,49,27549.77,37,1,0,188,Conta invadida,1930.23,4,22,1,0.587,0,1,41.8,0,0.0786,1
29465,38,SP,Fundamental,Solteiro,CLT,Varejo,8800.71,802,99,3,633,1826,App,Conta corrente,25,165.76,22685.97,45,10822.25,48,5,0,9,Pix falso,2297.22,1,39,0,0.025,0,0,53.0,0,0.3158,0
29466,37,CE,Medio,Divorciado,CLT,Private,51703.09,619,63,4,97,61,App,Cartao credito,32,4410.64,752105.71,92,124439.72,41,1,1,177,Golpe do motoboy,3406.45,1,30,1,0.893,0,1,41.5,295,0.2692,0
29467,31,RS,Fundamental,Casado,CLT,Varejo,6287.41,745,110,2,411,166,App,Cartao credito,25,334.19,46663.75,71,19744.97,30,1,0,75,Cartao clonado,6112.06,4,17,0,0.254,0,0,49.0,0,0.1671,0
29468,55,SP,Medio,Solteiro,Aposentado,MEI,1412.37,603,68,2,478,2098,App,Conta corrente,27,140.57,21721.7,45,1216.33,46,0,0,280,Pix falso,1663.95,1,5,1,0.721,0,0,29.0,0,0.027,0
29469,51,RS,Pos-graduacao,Solteiro,Estudante,Alta renda,10405.34,704,58,1,48,136,Internet Banking,Cartao credito,32,468.71,74590.75,78,12937.22,21,1,0,88,Conta invadida,1389.62,2,37,0,0.002,1,0,40.8,0,0.4657,0
29470,25,SP,Superior,Solteiro,Autonomo,Alta renda,9730.91,572,159,5,331,1640,WhatsApp,Cartao credito,32,963.92,182473.17,72,13388.78,27,2,0,172,Cartao clonado,1806.91,2,8,1,0.687,0,0,69.1,0,0.068,0
29471,44,SP,Medio,Casado,Empresario,Varejo,2198.79,607,48,1,211,3255,App,Conta corrente,20,152.61,18309.77,54,1146.02,35,2,0,174,Pix falso,9646.58,4,19,1,0.844,0,0,54.0,0,0.103,0
29472,53,MG,Superior,Casado,Autonomo,Alta renda,6294.27,333,54,3,182,2654,App,Cartao credito,26,825.8,131296.49,74,2384.5,34,0,0,70,Pix falso,11603.78,4,21,0,0.038,0,0,26.0,145,0.3939,0
29473,45,PR,Medio,Solteiro,CLT,Universitario,3920.43,671,87,1,62,2067,App,Conta corrente,14,493.29,34815.0,45,6427.16,35,3,0,67,Pix falso,4646.13,1,15,1,0.785,0,0,44.7,266,0.0978,0
29474,59,SP,Fundamental,Casado,CLT,MEI,3112.73,799,85,1,340,1081,App,Investimentos,23,229.16,29496.04,44,23794.01,35,0,0,114,Cartao clonado,909.52,2,16,1,0.962,0,0,46.9,0,0.0414,0
29475,38,SC,Superior,Solteiro,CLT,Varejo,2846.11,856,49,3,463,3465,Telefone,Investimentos,21,548.24,57267.96,41,1982.56,21,2,0,30,Cartao clonado,7049.36,8,37,0,0.001,1,1,31.5,0,0.6306,0
29476,18,PR,Superior,Solteiro,Servidor publico,Varejo,5688.09,716,64,2,106,3046,Caixa Eletronico,Investimentos,24,451.82,54877.79,51,7178.91,17,1,0,93,Pix falso,630.49,1,13,1,0.659,0,0,60.7,0,0.0576,0
29477,45,SP,Pos-graduacao,Solteiro,CLT,Aposentado,3603.21,658,32,5,213,696,Internet Banking,Investimentos,21,188.22,20693.45,54,4750.07,10,2,0,27,Cartao clonado,2310.97,2,26,0,0.078,0,0,30.5,0,0.1356,0
29478,45,MG,Fundamental,Casado,CLT,Varejo,6906.99,642,21,2,165,584,App,Seguro,17,510.22,50867.63,35,30250.29,30,1,1,197,Engenharia social,4872.18,1,16,1,0.851,0,0,58.1,0,0.0629,0
29479,47,RJ,Superior,Casado,CLT,Varejo,7249.25,920,100,4,759,1117,App,Conta corrente,32,2078.67,401082.36,46,21032.26,36,1,0,102,Pix falso,5502.61,3,18,1,0.586,0,0,35.0,0,0.0579,0
29480,59,RS,Superior,Solteiro,Aposentado,Universitario,2103.87,656,36,2,470,3205,App,Conta corrente,22,58.5,6979.21,46,1757.79,37,0,0,76,Boleto falso,344.53,0,22,0,0.025,0,0,24.8,0,0.0986,0
29481,18,CE,Medio,Casado,Autonomo,Varejo,5571.59,588,61,1,741,1533,WhatsApp,Investimentos,19,107.73,12006.14,34,24808.32,25,1,0,113,Conta invadida,5240.71,7,30,0,0.193,0,0,32.1,0,0.2391,0
29482,38,SP,Medio,Casado,CLT,Aposentado,3804.68,566,26,5,675,3337,Telefone,Cartao credito,23,291.42,40639.61,44,10818.16,20,0,0,40,Cartao clonado,2367.67,2,14,1,0.814,0,0,20.3,0,0.0265,0
29483,28,RS,Medio,Casado,Aposentado,Varejo,2461.54,675,89,2,134,664,App,Investimentos,25,512.66,63358.59,48,2477.23,36,1,1,345,Pix falso,1165.97,1,5,1,0.833,0,0,52.9,0,0.0398,0
29484,24,SP,Medio,Casado,Aposentado,Private,68889.19,683,84,7,608,1201,Telefone,Emprestimo,37,6443.59,1426531.6,87,118922.59,18,0,1,21,Conta invadida,4932.19,1,3,0,0.048,1,1,45.9,0,0.42,0
29485,41,SP,Medio,Divorciado,Desempregado,Varejo,4453.97,593,63,2,92,2041,App,Cartao credito,27,663.26,102716.55,54,11085.32,35,1,1,95,Golpe do motoboy,4228.29,0,13,1,0.823,0,0,21.4,0,0.0291,0
29486,53,GO,Medio,Casado,Empresario,Varejo,3550.31,679,48,2,200,3327,App,Emprestimo,27,259.49,43242.17,47,4038.04,41,1,0,104,Cartao clonado,2913.48,1,19,0,0.07,0,0,32.3,0,0.1162,0
29487,47,PE,Medio,Solteiro,Autonomo,Varejo,2526.19,614,125,1,616,1797,App,Seguro,25,711.89,110279.08,65,5147.67,35,0,1,282,Conta invadida,1883.6,2,20,1,0.942,0,0,47.9,0,0.0509,0
29488,32,MG,Superior,Viuvo,CLT,Alta renda,8918.97,697,87,2,10,2746,Caixa Eletronico,Conta corrente,31,241.86,42407.0,66,19889.11,22,2,1,250,Boleto falso,1049.44,2,24,0,0.359,1,0,27.5,0,0.299,0
29489,40,SP,Superior,Solteiro,Aposentado,Universitario,6339.98,604,52,2,149,3302,Caixa Eletronico,Conta corrente,23,1096.47,136636.6,51,15465.92,18,0,0,115,Conta invadida,1026.25,1,10,0,0.017,0,0,58.6,0,0.1209,0
29490,56,SP,Medio,Casado,CLT,Varejo,9885.74,625,53,1,538,1804,App,Conta corrente,22,156.65,20691.75,57,7572.34,43,1,0,39,Pix falso,333.72,1,9,0,0.026,0,0,3.2,0,0.0553,0
29491,52,PR,Medio,Casado,CLT,Varejo,3126.65,684,11,1,212,1432,App,Conta salario,19,645.49,73299.93,49,1682.66,42,0,0,423,Pix falso,1192.49,3,11,1,0.893,0,0,42.0,0,0.0404,0
29492,34,RS,Medio,Solteiro,CLT,MEI,4914.84,492,55,3,162,2881,App,Financiamento,19,334.93,31814.28,51,13831.05,45,3,1,58,Golpe do motoboy,8014.35,5,17,1,0.675,0,0,40.0,0,0.0791,0
29493,33,RS,Medio,Solteiro,CLT,MEI,2673.01,551,91,1,760,16,Internet Banking,Conta corrente,17,507.0,44729.51,56,5242.21,12,1,1,11,Boleto falso,4539.09,2,31,0,0.121,0,0,38.9,0,0.199,0
29494,18,SC,Superior,Casado,Empresario,Varejo,2215.01,667,60,1,261,2126,App,Cartao credito,14,186.43,15474.19,49,1800.38,30,0,1,300,Pix falso,1518.39,0,13,0,0.022,0,1,29.3,0,0.1602,0
29495,36,SP,Medio,Solteiro,Servidor publico,Private,68106.87,513,110,3,181,989,App,Conta corrente,41,4166.27,861906.78,72,41468.34,45,2,1,198,Engenharia social,372.49,1,10,1,0.737,0,0,41.9,142,0.0852,0
29496,18,SP,Superior,Divorciado,Aposentado,Universitario,2844.0,869,64,3,196,2459,App,Conta corrente,21,216.83,23249.43,40,3110.78,39,7,1,196,Conta invadida,4730.45,2,17,1,0.634,0,0,32.0,0,0.0413,0
29497,73,SP,Medio,Casado,Desempregado,Aposentado,5389.53,501,70,2,634,1180,Agencia,Emprestimo,15,1038.23,95492.27,45,4722.4,19,2,0,218,Engenharia social,1290.22,0,16,1,0.714,0,0,31.1,0,0.0322,0
29498,29,SP,Pos-graduacao,Casado,CLT,Alta renda,9873.04,547,66,4,498,2291,App,Seguro,30,721.6,127965.22,62,6473.8,36,4,1,302,Boleto falso,915.29,2,42,0,0.095,0,0,44.1,0,0.314,1
29499,59,SP,Medio,Casado,Empresario,Aposentado,1590.76,624,77,3,516,272,Agencia,Financiamento,17,1009.5,105024.05,47,1546.67,22,10,0,623,Cartao clonado,3231.74,1,14,1,0.799,0,0,33.3,0,0.035,0
29500,69,SP,Medio,Casado,Autonomo,Aposentado,4665.12,815,77,3,647,2394,Internet Banking,Conta corrente,18,1165.19,108563.62,48,3301.52,11,1,0,279,Engenharia social,2947.66,1,62,0,0.13,1,0,70.4,216,0.8269,1
29501,45,MG,Superior,Solteiro,Empresario,Alta renda,8920.8,525,43,4,390,3384,App,Financiamento,37,179.51,38055.48,86,20067.35,34,2,2,461,Pix falso,679.69,3,24,1,0.667,0,0,39.9,0,0.0808,0
29502,40,PE,Fundamental,Casado,Aposentado,Varejo,1916.1,746,47,1,659,2939,App,Conta corrente,23,149.6,21146.18,50,3153.85,36,2,0,149,Engenharia social,11668.27,5,87,0,0.054,0,1,57.6,0,0.8986,1
29503,22,SC,Superior,Solteiro,Autonomo,Varejo,5563.39,573,37,4,777,3473,App,Seguro,19,268.08,27263.63,55,1392.05,45,3,0,244,Conta invadida,2697.24,2,24,1,0.666,0,1,58.4,0,0.1144,1
29504,34,SC,Medio,Casado,Estudante,Varejo,2622.31,433,42,5,681,468,App,Conta corrente,22,129.55,17332.31,57,2292.49,36,3,0,34,Boleto falso,967.46,2,27,0,0.002,0,0,35.9,0,0.1418,1
29505,66,PR,Superior,Casado,Autonomo,Varejo,1928.24,658,51,2,40,2494,App,Cartao credito,20,541.01,62862.2,52,1233.15,31,1,0,54,Engenharia social,639.53,3,20,1,0.781,0,0,50.4,214,0.0828,0
29506,47,SC,Medio,Casado,Aposentado,Varejo,3672.63,760,32,1,49,594,Internet Banking,Financiamento,22,112.48,12739.73,54,4201.01,24,9,0,111,Conta invadida,3628.28,0,19,0,0.049,0,0,54.4,0,0.1697,0
29507,42,SP,Fundamental,Casado,Estudante,Aposentado,2552.92,808,70,2,202,3445,App,Conta corrente,23,143.14,16999.15,43,2842.67,41,6,0,291,Golpe do motoboy,3023.0,5,29,1,0.682,0,1,51.3,0,0.1638,0
29508,62,PR,Medio,Solteiro,Servidor publico,Aposentado,4407.74,694,45,5,301,2539,Internet Banking,Emprestimo,23,462.62,54268.54,41,2792.97,16,4,1,186,Pix falso,586.78,0,15,1,0.608,0,0,57.3,0,0.058,0
29509,52,PR,Superior,Solteiro,Estudante,Universitario,1936.14,579,60,2,450,189,Caixa Eletronico,Conta corrente,33,40.28,7769.93,37,2440.69,27,3,1,33,Cartao clonado,1518.0,2,46,0,0.0,0,1,27.5,0,0.32,1
29510,40,PR,Medio,Casado,Autonomo,Varejo,3561.62,727,54,1,32,3043,App,Cartao credito,18,355.32,33838.64,45,2976.88,42,1,0,28,Engenharia social,6203.71,2,17,0,0.268,0,0,33.5,0,0.1324,0
29511,45,BA,Medio,Divorciado,Estudante,MEI,7036.59,670,35,4,264,3436,App,Cartao credito,29,787.85,111259.99,32,8384.2,42,9,0,641,Engenharia social,368.48,1,33,0,0.081,0,0,13.5,0,0.1161,0
29512,30,GO,Fundamental,Divorciado,Servidor publico,Aposentado,2705.19,619,55,5,580,3475,App,Financiamento,35,123.27,22669.51,43,1661.85,37,1,0,65,Cartao clonado,532.56,1,4,1,0.751,0,0,53.2,0,0.0302,0
29513,34,SC,Superior,Viuvo,Servidor publico,Varejo,7976.58,583,171,2,77,1545,App,Cartao credito,20,75.23,8333.88,44,20139.13,43,2,0,82,Conta invadida,15475.91,3,19,1,0.897,0,0,22.9,259,0.1146,0
